Vocab size: 8,192
Target hardware preset: NVIDIA A100-SXM4-80GB x1
MFU baseline FLOPs: 3.120e+14 (device-name:A100)
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,020,608
  scalars                 : 14
  total                   : 47,186,446
Estimated FLOPs per token: 1.793096e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011397 | lrm: 0.00 | dt: 14658ms | tok/sec: 8,941 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00660 (36.3%) | loss: 3.212953 | lrm: 0.72 | dt: 168ms | tok/sec: 781,753 | mfu: 44.9% | epoch: 1 | remaining: 191s    
step 00661 (36.4%) | loss: 3.213058 | lrm: 0.72 | dt: 166ms | tok/sec: 787,469 | mfu: 45.3% | epoch: 1 | remaining: 191s    
step 00662 (36.4%) | loss: 3.211795 | lrm: 0.72 | dt: 166ms | tok/sec: 787,837 | mfu: 45.3% | epoch: 1 | remaining: 191s    
step 00663 (36.5%) | loss: 3.207086 | lrm: 0.72 | dt: 169ms | tok/sec: 777,854 | mfu: 44.7% | epoch: 1 | remaining: 190s    
step 00664 (36.6%) | loss: 3.214138 | lrm: 0.72 | dt: 167ms | tok/sec: 783,151 | mfu: 45.0% | epoch: 1 | remaining: 190s    
step 00665 (36.6%) | loss: 3.208485 | lrm: 0.72 | dt: 167ms | tok/sec: 786,216 | mfu: 45.2% | epoch: 1 | remaining: 190s    
step 00666 (36.7%) | loss: 3.207554 | lrm: 0.72 | dt: 167ms | tok/sec: 786,259 | mfu: 45.2% | epoch: 1 | remaining: 190s    
step 00667 (36.7%) | loss: 3.207307 | lrm: 0.72 | dt: 167ms | tok/sec: 783,527 | mfu: 45.0% | epoch: 1 | remaining: 190s    
step 00668 (36.8%) | loss: 3.206146 | lrm: 0.72 | dt: 167ms | tok/sec: 783,279 | mfu: 45.0% | epoch: 1 | remaining: 190s    
step 00669 (36.8%) | loss: 3.205063 | lrm: 0.72 | dt: 167ms | tok/sec: 787,072 | mfu: 45.2% | epoch: 1 | remaining: 189s    
step 00670 (36.9%) | loss: 3.205416 | lrm: 0.72 | dt: 167ms | tok/sec: 783,194 | mfu: 45.0% | epoch: 1 | remaining: 189s    
step 00671 (36.9%) | loss: 3.205425 | lrm: 0.72 | dt: 169ms | tok/sec: 777,008 | mfu: 44.7% | epoch: 1 | remaining: 189s    
step 00672 (37.0%) | loss: 3.206394 | lrm: 0.72 | dt: 167ms | tok/sec: 783,888 | mfu: 45.1% | epoch: 1 | remaining: 189s    
step 00673 (37.1%) | loss: 3.203438 | lrm: 0.71 | dt: 167ms | tok/sec: 786,248 | mfu: 45.2% | epoch: 1 | remaining: 189s    
step 00674 (37.1%) | loss: 3.207933 | lrm: 0.71 | dt: 167ms | tok/sec: 784,110 | mfu: 45.1% | epoch: 1 | remaining: 189s    
step 00675 (37.2%) | loss: 3.207975 | lrm: 0.71 | dt: 168ms | tok/sec: 781,619 | mfu: 44.9% | epoch: 1 | remaining: 188s    
step 00676 (37.2%) | loss: 3.206453 | lrm: 0.71 | dt: 166ms | tok/sec: 788,611 | mfu: 45.3% | epoch: 1 | remaining: 188s    
step 00677 (37.3%) | loss: 3.208451 | lrm: 0.71 | dt: 167ms | tok/sec: 786,177 | mfu: 45.2% | epoch: 1 | remaining: 188s    
step 00678 (37.3%) | loss: 3.216692 | lrm: 0.71 | dt: 169ms | tok/sec: 776,667 | mfu: 44.6% | epoch: 1 | remaining: 188s    
step 00679 (37.4%) | loss: 3.219700 | lrm: 0.71 | dt: 167ms | tok/sec: 785,564 | mfu: 45.1% | epoch: 1 | remaining: 188s    
step 00680 (37.4%) | loss: 3.217303 | lrm: 0.71 | dt: 167ms | tok/sec: 784,296 | mfu: 45.1% | epoch: 1 | remaining: 188s    
step 00681 (37.5%) | loss: 3.211629 | lrm: 0.71 | dt: 167ms | tok/sec: 785,888 | mfu: 45.2% | epoch: 1 | remaining: 187s    
step 00682 (37.6%) | loss: 3.216252 | lrm: 0.71 | dt: 168ms | tok/sec: 782,434 | mfu: 45.0% | epoch: 1 | remaining: 187s    
step 00683 (37.6%) | loss: 3.217818 | lrm: 0.71 | dt: 166ms | tok/sec: 788,387 | mfu: 45.3% | epoch: 1 | remaining: 187s    
step 00684 (37.7%) | loss: 3.211289 | lrm: 0.71 | dt: 167ms | tok/sec: 786,616 | mfu: 45.2% | epoch: 1 | remaining: 187s    
step 00685 (37.7%) | loss: 3.206347 | lrm: 0.71 | dt: 167ms | tok/sec: 785,639 | mfu: 45.2% | epoch: 1 | remaining: 187s    
step 00686 (37.8%) | loss: 3.206153 | lrm: 0.71 | dt: 168ms | tok/sec: 781,351 | mfu: 44.9% | epoch: 1 | remaining: 187s    
step 00687 (37.8%) | loss: 3.199144 | lrm: 0.71 | dt: 166ms | tok/sec: 790,669 | mfu: 45.4% | epoch: 1 | remaining: 186s    
step 00688 (37.9%) | loss: 3.204092 | lrm: 0.71 | dt: 167ms | tok/sec: 785,246 | mfu: 45.1% | epoch: 1 | remaining: 186s    
step 00689 (37.9%) | loss: 3.200319 | lrm: 0.71 | dt: 167ms | tok/sec: 783,100 | mfu: 45.0% | epoch: 1 | remaining: 186s    
step 00690 (38.0%) | loss: 3.203399 | lrm: 0.70 | dt: 167ms | tok/sec: 785,445 | mfu: 45.1% | epoch: 1 | remaining: 186s    
step 00691 (38.1%) | loss: 3.206276 | lrm: 0.70 | dt: 222ms | tok/sec: 591,285 | mfu: 34.0% | epoch: 1 | remaining: 186s    
step 00692 (38.1%) | loss: 3.207767 | lrm: 0.70 | dt: 166ms | tok/sec: 790,931 | mfu: 45.5% | epoch: 1 | remaining: 185s    
step 00693 (38.2%) | loss: 3.207534 | lrm: 0.70 | dt: 167ms | tok/sec: 783,166 | mfu: 45.0% | epoch: 1 | remaining: 185s    
step 00694 (38.2%) | loss: 3.208176 | lrm: 0.70 | dt: 168ms | tok/sec: 781,989 | mfu: 44.9% | epoch: 1 | remaining: 185s    
step 00695 (38.3%) | loss: 3.206523 | lrm: 0.70 | dt: 167ms | tok/sec: 785,794 | mfu: 45.2% | epoch: 1 | remaining: 185s    
step 00696 (38.4%) | loss: 3.200563 | lrm: 0.70 | dt: 166ms | tok/sec: 787,414 | mfu: 45.3% | epoch: 1 | remaining: 185s    
step 00697 (38.4%) | loss: 3.202832 | lrm: 0.70 | dt: 167ms | tok/sec: 785,625 | mfu: 45.2% | epoch: 1 | remaining: 185s    
step 00698 (38.5%) | loss: 3.198797 | lrm: 0.70 | dt: 168ms | tok/sec: 778,167 | mfu: 44.7% | epoch: 1 | remaining: 184s    
step 00699 (38.5%) | loss: 3.199760 | lrm: 0.70 | dt: 167ms | tok/sec: 783,678 | mfu: 45.0% | epoch: 1 | remaining: 184s    
step 00700 (38.6%) | loss: 3.201806 | lrm: 0.70 | dt: 166ms | tok/sec: 787,590 | mfu: 45.3% | epoch: 1 | remaining: 184s    
step 00701 (38.6%) | loss: 3.201811 | lrm: 0.70 | dt: 167ms | tok/sec: 783,144 | mfu: 45.0% | epoch: 1 | remaining: 184s    
step 00702 (38.7%) | loss: 3.200422 | lrm: 0.70 | dt: 168ms | tok/sec: 780,812 | mfu: 44.9% | epoch: 1 | remaining: 184s    
step 00703 (38.7%) | loss: 3.189974 | lrm: 0.70 | dt: 167ms | tok/sec: 787,036 | mfu: 45.2% | epoch: 1 | remaining: 184s    
step 00704 (38.8%) | loss: 3.188991 | lrm: 0.70 | dt: 168ms | tok/sec: 779,193 | mfu: 44.8% | epoch: 1 | remaining: 183s    
step 00705 (38.9%) | loss: 3.187568 | lrm: 0.70 | dt: 190ms | tok/sec: 691,182 | mfu: 39.7% | epoch: 1 | remaining: 183s    
step 00706 (38.9%) | loss: 3.198773 | lrm: 0.69 | dt: 166ms | tok/sec: 790,916 | mfu: 45.5% | epoch: 1 | remaining: 183s    
step 00707 (39.0%) | loss: 3.198602 | lrm: 0.69 | dt: 166ms | tok/sec: 789,820 | mfu: 45.4% | epoch: 1 | remaining: 183s    
step 00708 (39.0%) | loss: 3.200493 | lrm: 0.69 | dt: 167ms | tok/sec: 785,395 | mfu: 45.1% | epoch: 1 | remaining: 183s    
step 00709 (39.1%) | loss: 3.198462 | lrm: 0.69 | dt: 168ms | tok/sec: 782,060 | mfu: 44.9% | epoch: 1 | remaining: 183s    
step 00710 (39.1%) | loss: 3.192797 | lrm: 0.69 | dt: 167ms | tok/sec: 783,409 | mfu: 45.0% | epoch: 1 | remaining: 182s    
step 00711 (39.2%) | loss: 3.182995 | lrm: 0.69 | dt: 168ms | tok/sec: 779,613 | mfu: 44.8% | epoch: 1 | remaining: 182s    
step 00712 (39.3%) | loss: 3.184915 | lrm: 0.69 | dt: 167ms | tok/sec: 782,742 | mfu: 45.0% | epoch: 1 | remaining: 182s    
step 00713 (39.3%) | loss: 3.184414 | lrm: 0.69 | dt: 167ms | tok/sec: 785,932 | mfu: 45.2% | epoch: 1 | remaining: 182s    
step 00714 (39.4%) | loss: 3.179516 | lrm: 0.69 | dt: 166ms | tok/sec: 790,066 | mfu: 45.4% | epoch: 1 | remaining: 182s    
step 00715 (39.4%) | loss: 3.183757 | lrm: 0.69 | dt: 167ms | tok/sec: 783,305 | mfu: 45.0% | epoch: 1 | remaining: 182s    
step 00716 (39.5%) | loss: 3.190168 | lrm: 0.69 | dt: 168ms | tok/sec: 780,012 | mfu: 44.8% | epoch: 1 | remaining: 181s    
step 00717 (39.5%) | loss: 3.189180 | lrm: 0.69 | dt: 167ms | tok/sec: 783,392 | mfu: 45.0% | epoch: 1 | remaining: 181s    
step 00718 (39.6%) | loss: 3.191248 | lrm: 0.69 | dt: 166ms | tok/sec: 787,597 | mfu: 45.3% | epoch: 1 | remaining: 181s    
step 00719 (39.6%) | loss: 3.186763 | lrm: 0.69 | dt: 168ms | tok/sec: 780,478 | mfu: 44.9% | epoch: 1 | remaining: 181s    
step 00720 (39.7%) | loss: 3.186989 | lrm: 0.69 | dt: 168ms | tok/sec: 781,574 | mfu: 44.9% | epoch: 1 | remaining: 181s    
step 00721 (39.8%) | loss: 3.184137 | lrm: 0.69 | dt: 166ms | tok/sec: 787,517 | mfu: 45.3% | epoch: 1 | remaining: 181s    
step 00722 (39.8%) | loss: 3.177298 | lrm: 0.69 | dt: 167ms | tok/sec: 785,582 | mfu: 45.1% | epoch: 1 | remaining: 180s    
step 00723 (39.9%) | loss: 3.171587 | lrm: 0.68 | dt: 168ms | tok/sec: 779,847 | mfu: 44.8% | epoch: 1 | remaining: 180s    
step 00724 (39.9%) | loss: 3.175681 | lrm: 0.68 | dt: 166ms | tok/sec: 788,284 | mfu: 45.3% | epoch: 1 | remaining: 180s    
step 00725 (40.0%) | loss: 3.175321 | lrm: 0.68 | dt: 166ms | tok/sec: 787,718 | mfu: 45.3% | epoch: 1 | remaining: 180s    
step 00726 (40.0%) | loss: 3.168338 | lrm: 0.68 | dt: 167ms | tok/sec: 783,797 | mfu: 45.0% | epoch: 1 | remaining: 180s    
step 00727 (40.1%) | loss: 3.170650 | lrm: 0.68 | dt: 173ms | tok/sec: 758,874 | mfu: 43.6% | epoch: 1 | remaining: 180s    
step 00728 (40.1%) | loss: 3.169689 | lrm: 0.68 | dt: 167ms | tok/sec: 785,143 | mfu: 45.1% | epoch: 1 | remaining: 179s    
step 00729 (40.2%) | loss: 3.167751 | lrm: 0.68 | dt: 167ms | tok/sec: 783,645 | mfu: 45.0% | epoch: 1 | remaining: 179s    
step 00730 (40.3%) | loss: 3.171326 | lrm: 0.68 | dt: 168ms | tok/sec: 782,404 | mfu: 45.0% | epoch: 1 | remaining: 179s    
step 00731 (40.3%) | loss: 3.171982 | lrm: 0.68 | dt: 167ms | tok/sec: 785,761 | mfu: 45.2% | epoch: 1 | remaining: 179s    
step 00732 (40.4%) | loss: 3.165974 | lrm: 0.68 | dt: 167ms | tok/sec: 785,433 | mfu: 45.1% | epoch: 1 | remaining: 179s    
step 00733 (40.4%) | loss: 3.161482 | lrm: 0.68 | dt: 168ms | tok/sec: 779,007 | mfu: 44.8% | epoch: 1 | remaining: 179s    
step 00734 (40.5%) | loss: 3.167766 | lrm: 0.68 | dt: 167ms | tok/sec: 784,719 | mfu: 45.1% | epoch: 1 | remaining: 178s    
step 00735 (40.5%) | loss: 3.164820 | lrm: 0.68 | dt: 167ms | tok/sec: 785,203 | mfu: 45.1% | epoch: 1 | remaining: 178s    
step 00736 (40.6%) | loss: 3.162114 | lrm: 0.68 | dt: 167ms | tok/sec: 783,323 | mfu: 45.0% | epoch: 1 | remaining: 178s    
step 00737 (40.6%) | loss: 3.156722 | lrm: 0.68 | dt: 219ms | tok/sec: 598,470 | mfu: 34.4% | epoch: 1 | remaining: 178s    
step 00738 (40.7%) | loss: 3.151349 | lrm: 0.68 | dt: 166ms | tok/sec: 790,179 | mfu: 45.4% | epoch: 1 | remaining: 178s    
step 00739 (40.8%) | loss: 3.147620 | lrm: 0.68 | dt: 167ms | tok/sec: 784,056 | mfu: 45.1% | epoch: 1 | remaining: 178s    
step 00740 (40.8%) | loss: 3.146012 | lrm: 0.67 | dt: 166ms | tok/sec: 788,983 | mfu: 45.3% | epoch: 1 | remaining: 177s    
step 00741 (40.9%) | loss: 3.153992 | lrm: 0.67 | dt: 166ms | tok/sec: 788,041 | mfu: 45.3% | epoch: 1 | remaining: 177s    
step 00742 (40.9%) | loss: 3.160268 | lrm: 0.67 | dt: 168ms | tok/sec: 778,866 | mfu: 44.8% | epoch: 1 | remaining: 177s    
step 00743 (41.0%) | loss: 3.162337 | lrm: 0.67 | dt: 167ms | tok/sec: 783,860 | mfu: 45.0% | epoch: 1 | remaining: 177s    
step 00744 (41.1%) | loss: 3.159941 | lrm: 0.67 | dt: 167ms | tok/sec: 786,794 | mfu: 45.2% | epoch: 1 | remaining: 177s    
step 00745 (41.1%) | loss: 3.158600 | lrm: 0.67 | dt: 168ms | tok/sec: 779,575 | mfu: 44.8% | epoch: 1 | remaining: 177s    
step 00746 (41.2%) | loss: 3.158439 | lrm: 0.67 | dt: 167ms | tok/sec: 782,734 | mfu: 45.0% | epoch: 1 | remaining: 176s    
step 00747 (41.2%) | loss: 3.159318 | lrm: 0.67 | dt: 167ms | tok/sec: 784,971 | mfu: 45.1% | epoch: 1 | remaining: 176s    
step 00748 (41.3%) | loss: 3.160023 | lrm: 0.67 | dt: 173ms | tok/sec: 758,596 | mfu: 43.6% | epoch: 1 | remaining: 176s    
step 00749 (41.3%) | loss: 3.152889 | lrm: 0.67 | dt: 166ms | tok/sec: 787,366 | mfu: 45.3% | epoch: 1 | remaining: 176s    
step 00750 (41.4%) | loss: 3.155207 | lrm: 0.67 | dt: 168ms | tok/sec: 781,684 | mfu: 44.9% | epoch: 1 | remaining: 176s    
step 00751 (41.4%) | loss: 3.148209 | lrm: 0.67 | dt: 183ms | tok/sec: 716,682 | mfu: 41.2% | epoch: 1 | remaining: 175s    
step 00752 (41.5%) | loss: 3.151529 | lrm: 0.67 | dt: 167ms | tok/sec: 783,127 | mfu: 45.0% | epoch: 1 | remaining: 175s    
step 00753 (41.6%) | loss: 3.147111 | lrm: 0.67 | dt: 167ms | tok/sec: 785,613 | mfu: 45.2% | epoch: 1 | remaining: 175s    
step 00754 (41.6%) | loss: 3.147510 | lrm: 0.67 | dt: 166ms | tok/sec: 789,159 | mfu: 45.4% | epoch: 1 | remaining: 175s    
step 00755 (41.7%) | loss: 3.141812 | lrm: 0.67 | dt: 167ms | tok/sec: 785,597 | mfu: 45.1% | epoch: 1 | remaining: 175s    
step 00756 (41.7%) | loss: 3.144141 | lrm: 0.67 | dt: 168ms | tok/sec: 781,270 | mfu: 44.9% | epoch: 1 | remaining: 175s    
step 00757 (41.8%) | loss: 3.148239 | lrm: 0.66 | dt: 168ms | tok/sec: 781,133 | mfu: 44.9% | epoch: 1 | remaining: 174s    
step 00758 (41.8%) | loss: 3.152968 | lrm: 0.66 | dt: 166ms | tok/sec: 791,442 | mfu: 45.5% | epoch: 1 | remaining: 174s    
step 00759 (41.9%) | loss: 3.161986 | lrm: 0.66 | dt: 167ms | tok/sec: 782,720 | mfu: 45.0% | epoch: 1 | remaining: 174s    
step 00760 (42.0%) | loss: 3.161711 | lrm: 0.66 | dt: 168ms | tok/sec: 780,365 | mfu: 44.8% | epoch: 1 | remaining: 174s    
step 00761 (42.0%) | loss: 3.160114 | lrm: 0.66 | dt: 167ms | tok/sec: 786,529 | mfu: 45.2% | epoch: 1 | remaining: 174s    
step 00762 (42.1%) | loss: 3.164868 | lrm: 0.66 | dt: 166ms | tok/sec: 788,018 | mfu: 45.3% | epoch: 1 | remaining: 174s    
step 00763 (42.1%) | loss: 3.165023 | lrm: 0.66 | dt: 167ms | tok/sec: 782,906 | mfu: 45.0% | epoch: 1 | remaining: 173s    
step 00764 (42.2%) | loss: 3.167538 | lrm: 0.66 | dt: 167ms | tok/sec: 784,436 | mfu: 45.1% | epoch: 1 | remaining: 173s    
step 00765 (42.2%) | loss: 3.166020 | lrm: 0.66 | dt: 167ms | tok/sec: 787,151 | mfu: 45.2% | epoch: 1 | remaining: 173s    
step 00766 (42.3%) | loss: 3.170756 | lrm: 0.66 | dt: 166ms | tok/sec: 788,460 | mfu: 45.3% | epoch: 1 | remaining: 173s    
step 00767 (42.3%) | loss: 3.167095 | lrm: 0.66 | dt: 168ms | tok/sec: 781,481 | mfu: 44.9% | epoch: 1 | remaining: 173s    
step 00768 (42.4%) | loss: 3.166205 | lrm: 0.66 | dt: 167ms | tok/sec: 785,091 | mfu: 45.1% | epoch: 1 | remaining: 173s    
step 00769 (42.5%) | loss: 3.169097 | lrm: 0.66 | dt: 166ms | tok/sec: 790,402 | mfu: 45.4% | epoch: 1 | remaining: 172s    
step 00770 (42.5%) | loss: 3.167405 | lrm: 0.66 | dt: 167ms | tok/sec: 785,566 | mfu: 45.1% | epoch: 1 | remaining: 172s    
step 00771 (42.6%) | loss: 3.168225 | lrm: 0.66 | dt: 179ms | tok/sec: 733,278 | mfu: 42.1% | epoch: 1 | remaining: 172s    
step 00772 (42.6%) | loss: 3.159410 | lrm: 0.66 | dt: 167ms | tok/sec: 787,170 | mfu: 45.2% | epoch: 1 | remaining: 172s    
step 00773 (42.7%) | loss: 3.158385 | lrm: 0.66 | dt: 168ms | tok/sec: 780,108 | mfu: 44.8% | epoch: 1 | remaining: 172s    
step 00774 (42.7%) | loss: 3.155805 | lrm: 0.65 | dt: 167ms | tok/sec: 785,591 | mfu: 45.1% | epoch: 1 | remaining: 172s    
step 00775 (42.8%) | loss: 3.160251 | lrm: 0.65 | dt: 166ms | tok/sec: 787,292 | mfu: 45.2% | epoch: 1 | remaining: 171s    
step 00776 (42.8%) | loss: 3.155886 | lrm: 0.65 | dt: 179ms | tok/sec: 731,777 | mfu: 42.1% | epoch: 1 | remaining: 171s    
step 00777 (42.9%) | loss: 3.153321 | lrm: 0.65 | dt: 166ms | tok/sec: 789,907 | mfu: 45.4% | epoch: 1 | remaining: 171s    
step 00778 (43.0%) | loss: 3.149630 | lrm: 0.65 | dt: 168ms | tok/sec: 778,500 | mfu: 44.7% | epoch: 1 | remaining: 171s    
step 00779 (43.0%) | loss: 3.143784 | lrm: 0.65 | dt: 168ms | tok/sec: 781,099 | mfu: 44.9% | epoch: 1 | remaining: 171s    
step 00780 (43.1%) | loss: 3.151010 | lrm: 0.65 | dt: 170ms | tok/sec: 769,848 | mfu: 44.2% | epoch: 1 | remaining: 171s    
step 00781 (43.1%) | loss: 3.149200 | lrm: 0.65 | dt: 168ms | tok/sec: 781,658 | mfu: 44.9% | epoch: 1 | remaining: 170s    
step 00782 (43.2%) | loss: 3.146590 | lrm: 0.65 | dt: 167ms | tok/sec: 784,320 | mfu: 45.1% | epoch: 1 | remaining: 170s    
step 00783 (43.2%) | loss: 3.151883 | lrm: 0.65 | dt: 167ms | tok/sec: 786,041 | mfu: 45.2% | epoch: 1 | remaining: 170s    
step 00784 (43.3%) | loss: 3.154685 | lrm: 0.65 | dt: 168ms | tok/sec: 781,962 | mfu: 44.9% | epoch: 1 | remaining: 170s    
step 00785 (43.4%) | loss: 3.149457 | lrm: 0.65 | dt: 172ms | tok/sec: 760,980 | mfu: 43.7% | epoch: 1 | remaining: 170s    
step 00786 (43.4%) | loss: 3.152594 | lrm: 0.65 | dt: 166ms | tok/sec: 788,318 | mfu: 45.3% | epoch: 1 | remaining: 170s    
step 00787 (43.5%) | loss: 3.154070 | lrm: 0.65 | dt: 168ms | tok/sec: 781,226 | mfu: 44.9% | epoch: 1 | remaining: 169s    
step 00788 (43.5%) | loss: 3.152415 | lrm: 0.65 | dt: 167ms | tok/sec: 784,077 | mfu: 45.1% | epoch: 1 | remaining: 169s    
step 00789 (43.6%) | loss: 3.153585 | lrm: 0.65 | dt: 166ms | tok/sec: 789,244 | mfu: 45.4% | epoch: 1 | remaining: 169s    
step 00790 (43.6%) | loss: 3.155357 | lrm: 0.65 | dt: 167ms | tok/sec: 785,109 | mfu: 45.1% | epoch: 1 | remaining: 169s    
step 00791 (43.7%) | loss: 3.153955 | lrm: 0.64 | dt: 169ms | tok/sec: 776,030 | mfu: 44.6% | epoch: 1 | remaining: 169s    
step 00792 (43.7%) | loss: 3.152535 | lrm: 0.64 | dt: 166ms | tok/sec: 787,592 | mfu: 45.3% | epoch: 1 | remaining: 169s    
step 00793 (43.8%) | loss: 3.158807 | lrm: 0.64 | dt: 167ms | tok/sec: 783,556 | mfu: 45.0% | epoch: 1 | remaining: 168s    
step 00794 (43.9%) | loss: 3.157780 | lrm: 0.64 | dt: 168ms | tok/sec: 780,338 | mfu: 44.8% | epoch: 1 | remaining: 168s    
step 00795 (43.9%) | loss: 3.141750 | lrm: 0.64 | dt: 167ms | tok/sec: 785,562 | mfu: 45.1% | epoch: 1 | remaining: 168s    
step 00796 (44.0%) | loss: 3.136052 | lrm: 0.64 | dt: 166ms | tok/sec: 789,866 | mfu: 45.4% | epoch: 1 | remaining: 168s    
step 00797 (44.0%) | loss: 3.138108 | lrm: 0.64 | dt: 168ms | tok/sec: 779,241 | mfu: 44.8% | epoch: 1 | remaining: 168s    
step 00798 (44.1%) | loss: 3.140062 | lrm: 0.64 | dt: 168ms | tok/sec: 782,178 | mfu: 45.0% | epoch: 1 | remaining: 168s    
step 00799 (44.1%) | loss: 3.136782 | lrm: 0.64 | dt: 167ms | tok/sec: 786,809 | mfu: 45.2% | epoch: 1 | remaining: 167s    
step 00800 (44.2%) | loss: 3.136478 | lrm: 0.64 | dt: 167ms | tok/sec: 783,773 | mfu: 45.0% | epoch: 1 | remaining: 167s    
step 00801 (44.2%) | loss: 3.134588 | lrm: 0.64 | dt: 168ms | tok/sec: 779,024 | mfu: 44.8% | epoch: 1 | remaining: 167s    
step 00802 (44.3%) | loss: 3.134808 | lrm: 0.64 | dt: 167ms | tok/sec: 784,232 | mfu: 45.1% | epoch: 1 | remaining: 167s    
step 00803 (44.4%) | loss: 3.135311 | lrm: 0.64 | dt: 190ms | tok/sec: 691,202 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 00804 (44.4%) | loss: 3.137351 | lrm: 0.64 | dt: 213ms | tok/sec: 615,264 | mfu: 35.4% | epoch: 1 | remaining: 167s    
step 00805 (44.5%) | loss: 3.140600 | lrm: 0.64 | dt: 165ms | tok/sec: 793,680 | mfu: 45.6% | epoch: 1 | remaining: 166s    
step 00806 (44.5%) | loss: 3.138865 | lrm: 0.64 | dt: 166ms | tok/sec: 787,456 | mfu: 45.3% | epoch: 1 | remaining: 166s    
step 00807 (44.6%) | loss: 3.141478 | lrm: 0.63 | dt: 182ms | tok/sec: 721,740 | mfu: 41.5% | epoch: 1 | remaining: 166s    
step 00808 (44.7%) | loss: 3.145140 | lrm: 0.63 | dt: 166ms | tok/sec: 789,805 | mfu: 45.4% | epoch: 1 | remaining: 166s    
step 00809 (44.7%) | loss: 3.140587 | lrm: 0.63 | dt: 168ms | tok/sec: 782,429 | mfu: 45.0% | epoch: 1 | remaining: 166s    
step 00810 (44.8%) | loss: 3.139624 | lrm: 0.63 | dt: 167ms | tok/sec: 786,895 | mfu: 45.2% | epoch: 1 | remaining: 166s    
step 00811 (44.8%) | loss: 3.144407 | lrm: 0.63 | dt: 168ms | tok/sec: 779,278 | mfu: 44.8% | epoch: 1 | remaining: 165s    
step 00812 (44.9%) | loss: 3.142280 | lrm: 0.63 | dt: 167ms | tok/sec: 783,696 | mfu: 45.0% | epoch: 1 | remaining: 165s    
step 00813 (44.9%) | loss: 3.140962 | lrm: 0.63 | dt: 168ms | tok/sec: 780,674 | mfu: 44.9% | epoch: 1 | remaining: 165s    
step 00814 (45.0%) | loss: 3.140677 | lrm: 0.63 | dt: 166ms | tok/sec: 788,217 | mfu: 45.3% | epoch: 1 | remaining: 165s    
step 00815 (45.1%) | loss: 3.138758 | lrm: 0.63 | dt: 167ms | tok/sec: 785,087 | mfu: 45.1% | epoch: 1 | remaining: 165s    
step 00816 (45.1%) | loss: 3.141229 | lrm: 0.63 | dt: 167ms | tok/sec: 783,602 | mfu: 45.0% | epoch: 1 | remaining: 165s    
step 00817 (45.2%) | loss: 3.135790 | lrm: 0.63 | dt: 166ms | tok/sec: 787,430 | mfu: 45.3% | epoch: 1 | remaining: 164s    
step 00818 (45.2%) | loss: 3.129011 | lrm: 0.63 | dt: 167ms | tok/sec: 786,579 | mfu: 45.2% | epoch: 1 | remaining: 164s    
step 00819 (45.3%) | loss: 3.131854 | lrm: 0.63 | dt: 168ms | tok/sec: 778,263 | mfu: 44.7% | epoch: 1 | remaining: 164s    
step 00820 (45.3%) | loss: 3.130568 | lrm: 0.63 | dt: 167ms | tok/sec: 786,041 | mfu: 45.2% | epoch: 1 | remaining: 164s    
step 00821 (45.4%) | loss: 3.132486 | lrm: 0.63 | dt: 166ms | tok/sec: 789,636 | mfu: 45.4% | epoch: 1 | remaining: 164s    
step 00822 (45.4%) | loss: 3.123987 | lrm: 0.63 | dt: 167ms | tok/sec: 785,354 | mfu: 45.1% | epoch: 1 | remaining: 164s    
step 00823 (45.5%) | loss: 3.117797 | lrm: 0.63 | dt: 168ms | tok/sec: 778,756 | mfu: 44.8% | epoch: 1 | remaining: 163s    
step 00824 (45.6%) | loss: 3.118252 | lrm: 0.62 | dt: 168ms | tok/sec: 782,147 | mfu: 45.0% | epoch: 1 | remaining: 163s    
step 00825 (45.6%) | loss: 3.123798 | lrm: 0.62 | dt: 167ms | tok/sec: 784,877 | mfu: 45.1% | epoch: 1 | remaining: 163s    
step 00826 (45.7%) | loss: 3.122160 | lrm: 0.62 | dt: 168ms | tok/sec: 781,549 | mfu: 44.9% | epoch: 1 | remaining: 163s    
step 00827 (45.7%) | loss: 3.122862 | lrm: 0.62 | dt: 167ms | tok/sec: 784,164 | mfu: 45.1% | epoch: 1 | remaining: 163s    
step 00828 (45.8%) | loss: 3.120967 | lrm: 0.62 | dt: 167ms | tok/sec: 785,225 | mfu: 45.1% | epoch: 1 | remaining: 163s    
step 00829 (45.8%) | loss: 3.121816 | lrm: 0.62 | dt: 188ms | tok/sec: 698,817 | mfu: 40.2% | epoch: 1 | remaining: 162s    
step 00830 (45.9%) | loss: 3.123274 | lrm: 0.62 | dt: 167ms | tok/sec: 784,603 | mfu: 45.1% | epoch: 1 | remaining: 162s    
step 00831 (45.9%) | loss: 3.121177 | lrm: 0.62 | dt: 168ms | tok/sec: 780,497 | mfu: 44.9% | epoch: 1 | remaining: 162s    
